SKU,IMAGE,QUALITY,CALIBRATION,OCR,EXTRACTION,RULE,EVIDENCE,REPORT,DATABASE,FRONTEND,STATUS,FAILURE_STAGE,ISSUE_ID
ITEM_1_-_WATCH,bottom_01.jpg,"PASS(blur=3310.83,glare=1.30)","FALLBACK(ISO_card,pxmm=20.038)",TOKENS,FIELDS=1;OK,FAIL(f=5/p=2/r=0/u=0),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_1_-_WATCH,close_01.jpg,"PASS(blur=177.98,glare=0.13)",UNRESOLVED,TOKENS,FIELDS=1;WRONG_ASSOC(8.0 l),FAIL(f=5/p=1/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010,DIAG-025"
ITEM_1_-_WATCH,close_02.jpg,"PASS(blur=260.19,glare=0.02)",UNRESOLVED,NO_TOKENS,EMPTY,FAIL(f=6/p=0/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,OCR/EXTRACTION,"DIAG-026,DIAG-027"
ITEM_1_-_WATCH,far_01.jpg,"PASS(blur=2388.05,glare=0.77)",UNRESOLVED,NO_TOKENS,EMPTY,FAIL(f=6/p=0/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,OCR/EXTRACTION,"DIAG-026,DIAG-027"
ITEM_1_-_WATCH,front_01.jpg,"PASS(blur=3701.11,glare=1.83)","FALLBACK(ISO_card,pxmm=20.226)",TOKENS,FIELDS=1;WRONG_ASSOC(8.0 l),FAIL(f=5/p=2/r=0/u=0),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010,DIAG-025"
ITEM_1_-_WATCH,front_angle_01.jpg,"PASS(blur=971.28,glare=0.96)",UNRESOLVED,TOKENS,FIELDS=6;OK,FAIL(f=1/p=5/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_1_-_WATCH,glare_01.jpg,"PASS(blur=280.94,glare=0.07)",UNRESOLVED,TOKENS,FIELDS=4;OK,FAIL(f=3/p=3/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_1_-_WATCH,left_01.jpg,"PASS(blur=385.78,glare=1.11)",UNRESOLVED,NO_TOKENS,EMPTY,FAIL(f=6/p=0/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,OCR/EXTRACTION,"DIAG-026,DIAG-027"
ITEM_1_-_WATCH,low_contrast_01.jpg,"PASS(blur=974.21,glare=0.01)",UNRESOLVED,TOKENS,FIELDS=2;OK,FAIL(f=6/p=0/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_1_-_WATCH,right_01.jpg,"PASS(blur=4150.96,glare=1.54)",UNRESOLVED,NO_TOKENS,EMPTY,FAIL(f=6/p=0/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,OCR/EXTRACTION,"DIAG-026,DIAG-027"
ITEM_1_-_WATCH,side_02.jpg,"PASS(blur=2044.37,glare=0.85)",UNRESOLVED,TOKENS,FIELDS=1;OK,FAIL(f=6/p=0/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_1_-_WATCH,side_angle_01.jpg,"PASS(blur=1032.78,glare=0.66)","FALLBACK(ISO_card,pxmm=26.736)",TOKENS,FIELDS=1;OK,FAIL(f=6/p=1/r=0/u=0),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_2_-_GENERAL_WELLNESS,back_01.jpg,"PASS(blur=211.63,glare=0.01)","FALLBACK(ISO_card,pxmm=21.643)",TOKENS,FIELDS=1;OK,FAIL(f=5/p=2/r=0/u=0),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_2_-_GENERAL_WELLNESS,back_angle_01.jpg,"PASS(blur=1850.75,glare=0.26)",UNRESOLVED,TOKENS,FIELDS=3;OK,FAIL(f=5/p=1/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_2_-_GENERAL_WELLNESS,bottom_01.jpg,"PASS(blur=2356.74,glare=0.19)",UNRESOLVED,TOKENS,FIELDS=1;OK,FAIL(f=6/p=0/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_2_-_GENERAL_WELLNESS,front_01.jpg,"PASS(blur=2668.96,glare=0.04)","FALLBACK(ISO_card,pxmm=18.044)",TOKENS,FIELDS=1;OK,FAIL(f=7/p=0/r=0/u=0),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_2_-_GENERAL_WELLNESS,front_angle_01.jpg,"PASS(blur=979.23,glare=0.56)",UNRESOLVED,TOKENS,FIELDS=3;OK,FAIL(f=5/p=1/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_2_-_GENERAL_WELLNESS,glare_01.jpg,FAIL(blur=298.84),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_2_-_GENERAL_WELLNESS,glare_barcode_01.jpg,"PASS(blur=204.34,glare=0.01)","FALLBACK(ISO_card,pxmm=23.26)",NO_TOKENS,EMPTY,FAIL(f=6/p=0/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,OCR/EXTRACTION,"DIAG-026,DIAG-027"
ITEM_2_-_GENERAL_WELLNESS,glare_front_01.jpg,"PASS(blur=218.87,glare=0.08)",UNRESOLVED,NO_TOKENS,EMPTY,FAIL(f=6/p=0/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,OCR/EXTRACTION,"DIAG-026,DIAG-027"
ITEM_2_-_GENERAL_WELLNESS,left_01.jpg,"PASS(blur=671.56,glare=0.00)",UNRESOLVED,TOKENS,FIELDS=6;OK,FAIL(f=2/p=4/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_2_-_GENERAL_WELLNESS,right_01.jpg,"PASS(blur=430.35,glare=0.00)",UNRESOLVED,NO_TOKENS,EMPTY,FAIL(f=6/p=0/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,OCR/EXTRACTION,"DIAG-026,DIAG-027"
ITEM_2_-_GENERAL_WELLNESS,side_angle_01.jpg,"PASS(blur=1663.18,glare=0.78)",UNRESOLVED,TOKENS,FIELDS=2;OK,FAIL(f=5/p=1/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_2_-_GENERAL_WELLNESS,top_01.jpg,FAIL(blur=61.73),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_1_FACEWASH,back_01.jpg,FAIL(blur=80.45),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_1_FACEWASH,back_02.jpg,FAIL(blur=44.68),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_1_FACEWASH,bottom_angle_01.jpg,FAIL(blur=26.48),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_1_FACEWASH,close_01.jpg,FAIL(blur=41.41),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_1_FACEWASH,far_01.jpg,FAIL(blur=79.71),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_1_FACEWASH,front_01.jpg,FAIL(blur=29.27),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_1_FACEWASH,front_02.jpg,FAIL(blur=26.28),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_1_FACEWASH,front_angle_01.jpg,FAIL(blur=27.16),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_1_FACEWASH,left_01.jpg,FAIL(blur=56.59),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_1_FACEWASH,right_01.jpg,FAIL(blur=51.11),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_1_FACEWASH,top_01.jpg,FAIL(blur=42.26),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_1_FACEWASH,top_angle_01.jpg,FAIL(blur=53.49),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_2_PERFUME,back_01.jpg,"PASS(blur=286.64,glare=0.00)",UNRESOLVED,TOKENS,FIELDS=7;WRONG_ASSOC(20.0 ml),FAIL(f=3/p=3/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010,DIAG-025"
ITEM_2_PERFUME,back_angle_01.jpg,"PASS(blur=169.81,glare=0.00)",UNRESOLVED,TOKENS,FIELDS=2;OK,FAIL(f=5/p=1/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_2_PERFUME,bottom_angle_01.jpg,FAIL(blur=100.16),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_2_PERFUME,close_01.jpg,FAIL(blur=98.12),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_2_PERFUME,far_01.jpg,"PASS(blur=302.90,glare=0.00)",UNRESOLVED,TOKENS,FIELDS=5;WRONG_ASSOC(20.0 ml),FAIL(f=4/p=2/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010,DIAG-025"
ITEM_2_PERFUME,front_01.jpg,FAIL(blur=29.92),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_2_PERFUME,front_02.jpg,FAIL(blur=33.23),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_2_PERFUME,front_angle_01.jpg,FAIL(blur=49.78),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_2_PERFUME,top_angle_01.jpg,FAIL(blur=28.91),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_3_EDIBLE,back_01.jpg,"PASS(blur=536.50,glare=0.16)","FALLBACK(ISO_card,pxmm=8.089)",TOKENS,FIELDS=6;OK,FAIL(f=2/p=4/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_3_EDIBLE,back_02.jpg,"PASS(blur=417.03,glare=0.88)","FALLBACK(ISO_card,pxmm=8.732)",TOKENS,FIELDS=5;OK,FAIL(f=3/p=3/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_3_EDIBLE,back_03.jpg,"PASS(blur=332.42,glare=0.20)",UNRESOLVED,TOKENS,FIELDS=5;OK,FAIL(f=3/p=3/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_3_EDIBLE,back_angle_01.jpg,"PASS(blur=403.22,glare=0.08)",UNRESOLVED,TOKENS,FIELDS=5;OK,FAIL(f=2/p=3/r=0/u=2),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_3_EDIBLE,close_01.jpg,"PASS(blur=270.21,glare=0.56)","FALLBACK(ISO_card,pxmm=5.318)",TOKENS,FIELDS=5;OK,FAIL(f=3/p=3/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_3_EDIBLE,far_01.jpg,"PASS(blur=209.66,glare=0.14)",UNRESOLVED,TOKENS,FIELDS=3;OK,FAIL(f=4/p=2/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_3_EDIBLE,front_01.jpg,FAIL(blur=101.25),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_3_EDIBLE,front_02.jpg,FAIL(blur=126.31),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_4,back_01.jpg,"PASS(blur=380.16,glare=0.08)",UNRESOLVED,TOKENS,FIELDS=2;OK,FAIL(f=5/p=1/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_4,back_02.jpg,"PASS(blur=385.18,glare=0.21)",UNRESOLVED,TOKENS,FIELDS=5;OK,FAIL(f=5/p=1/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_4,back_angle_01.jpg,"PASS(blur=189.66,glare=0.42)",UNRESOLVED,TOKENS,FIELDS=2;OK,FAIL(f=5/p=1/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_4,bottom_01.jpg,FAIL(blur=102.37),UNRESOLVED,NO_TOKENS,EMPTY,SKIPPED(UTV),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),UNABLE_TO_VERIFY,QUALITY_GATE,"DIAG-010,DIAG-026"
ITEM_4,far_01.jpg,"PASS(blur=341.79,glare=0.10)",UNRESOLVED,TOKENS,FIELDS=2;OK,FAIL(f=5/p=1/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,LEGAL_MISSING_FIELDS,"DIAG-008,DIAG-010"
ITEM_4,front_01.jpg,"PASS(blur=208.68,glare=0.29)",UNRESOLVED,NO_TOKENS,EMPTY,FAIL(f=6/p=0/r=0/u=1),HASHED(sha256_stored);metrics_fabricated_when_cv2_fails,NOT_GENERATED,PERSISTED(mode_b),RENDERED(spot-checked),FAIL,OCR/EXTRACTION,"DIAG-026,DIAG-027"
